FromNode,ToNode,SourcePort,DestinationPort,Size,Priority,StartTime,EndTime,Duration
h29,h18,3,1,620,0,+1000010631.0ns,+1000016949.0ns,6318
h13,h2,1,1,620,0,+1000010631.0ns,+1000016949.0ns,6318
h24,h25,3,1,458,0,+1000011605.0ns,+1000017845.0ns,6240
h8,h9,1,1,458,0,+1000011605.0ns,+1000017845.0ns,6240
h32,h29,3,1,64653,0,+1000009259.0ns,+1000018931.0ns,9672
h20,h30,3,1,37590,0,+1000009622.0ns,+1000019307.0ns,9685
h16,h13,1,1,64653,0,+1000009259.0ns,+1000021549.0ns,12290
h4,h14,1,1,37590,0,+1000009622.0ns,+1000022021.0ns,12399
h22,h32,3,1,733,0,+1000016668.0ns,+1000023040.0ns,6372
h6,h16,1,1,733,0,+1000016668.0ns,+1000023040.0ns,6372
h19,h29,3,1,604,0,+1000017524.0ns,+1000023836.0ns,6312
h3,h13,1,1,604,0,+1000017524.0ns,+1000024012.0ns,6488
h25,h26,3,1,42759,0,+1000020789.0ns,+1000026424.0ns,5635
h9,h10,1,1,42759,0,+1000020789.0ns,+1000026424.0ns,5635
h28,h32,3,1,503,0,+1000022560.0ns,+1000028824.0ns,6264
h12,h16,1,1,503,0,+1000022560.0ns,+1000028824.0ns,6264
h21,h28,3,1,676,0,+1000022990.0ns,+1000029338.0ns,6348
h5,h12,1,1,676,0,+1000022990.0ns,+1000029338.0ns,6348
h26,h23,3,1,950,0,+1000028116.0ns,+1000034596.0ns,6480
h10,h7,1,1,950,0,+1000028116.0ns,+1000034596.0ns,6480
h31,h26,3,1,714,0,+1000030933.0ns,+1000037299.0ns,6366
h15,h10,1,1,714,0,+1000030933.0ns,+1000037299.0ns,6366
h10,h5,1,1,481,0,+1000031524.0ns,+1000037823.0ns,6299
h26,h21,3,1,481,0,+1000031524.0ns,+1000037895.0ns,6371
h22,h21,3,1,149206,0,+1000028590.0ns,+1000043021.0ns,14431
h6,h5,1,1,149206,0,+1000028590.0ns,+1000043068.0ns,14478
h18,h21,3,1,450,0,+1000045555.0ns,+1000051795.0ns,6240
h2,h5,1,1,450,0,+1000045555.0ns,+1000051795.0ns,6240
h30,h25,3,1,1262,0,+1000045271.0ns,+1000051901.0ns,6630
h14,h9,1,1,1262,0,+1000045271.0ns,+1000051901.0ns,6630
h21,h20,3,1,37160,0,+1000043507.0ns,+1000053157.0ns,9650
h5,h4,1,1,37160,0,+1000043507.0ns,+1000053157.0ns,9650
h28,h32,3,2,510,0,+1000059552.0ns,+1000065816.0ns,6264
h12,h16,1,2,510,0,+1000059552.0ns,+1000065816.0ns,6264
h31,h30,3,1,4330,0,+1000061243.0ns,+1000065956.0ns,4713
h15,h14,1,1,4330,0,+1000061243.0ns,+1000065956.0ns,4713
h17,h20,3,1,31966,0,+1000059748.0ns,+1000068520.0ns,8772
h22,h26,3,1,155086,0,+1000046876.0ns,+1000069195.0ns,22319
